"PointID","x","y","Pressure","Velocity_x","Velocity_y","Sound speed","Enthalpy","Turb_Kin_Energy","Omega","Species_0"
600, 1.869827586204248e-01, 5.000000000000000e-03, 4.522115678730941e-01, 2.346128846143187e+01, 2.043402964510772e-01, 0.000000000000000e+00, 1.487999303432128e+05, 2.498162159951377e+01, 3.640378330500994e+03, 3.395429982286102e-01
601, 1.886206896549134e-01, 5.000000000000000e-03, 4.709760583835248e-01, 2.334811038824729e+01, 2.006893507470934e-01, 0.000000000000000e+00, 1.477351061930893e+05, 2.461619981819625e+01, 3.580946172370349e+03, 3.366717479150472e-01
602, 1.902586206894018e-01, 5.000000000000000e-03, 4.891814239887234e-01, 2.323609901412587e+01, 1.971224355760587e-01, 0.000000000000000e+00, 1.466797014000762e+05, 2.425806093446001e+01, 3.522999053051903e+03, 3.338388921936575e-01
603, 1.918965517238903e-01, 5.000000000000000e-03, 5.068920400545002e-01, 2.312525765496915e+01, 1.936376445885532e-01, 0.000000000000000e+00, 1.456337968753390e+05, 2.390706562999979e+01, 3.466491368168201e+03, 3.310440348381484e-01
604, 1.935344827583788e-01, 5.000000000000000e-03, 5.241656636515383e-01, 2.301558801485217e+01, 1.902330409439159e-01, 0.000000000000000e+00, 1.445974581440514e+05, 2.356307361973039e+01, 3.411378919471458e+03, 3.282867635392654e-01
605, 1.951724137928673e-01, 5.000000000000000e-03, 5.410525862273189e-01, 2.290709033733534e+01, 1.869067028771594e-01, 0.000000000000000e+00, 1.435707365777905e+05, 2.322594417068192e+01, 3.357618896080977e+03, 3.255666524700027e-01
606, 1.968103448273558e-01, 5.000000000000000e-03, 5.575925829014846e-01, 2.279976349638637e+01, 1.836568416150009e-01, 0.000000000000000e+00, 1.425536705732178e+05, 2.289553654472997e+01, 3.305169849453987e+03, 3.228832643593214e-01
607, 1.984482758618443e-01, 5.000000000000000e-03, 5.738144984634761e-01, 2.269360499969654e+01, 1.804818964955824e-01, 0.000000000000000e+00, 1.415462866610517e+05, 2.257171041734431e+01, 3.253991664476114e+03, 3.202361519431488e-01
608, 2.000862068963327e-01, 5.000000000000000e-03, 5.897482752019287e-01, 2.258861101561064e+01, 1.773803692510117e-01, 0.000000000000000e+00, 1.405486004666591e+05, 2.225432631211899e+01, 3.204045536932815e+03, 3.176248598760692e-01
609, 2.017241379308212e-01, 5.000000000000000e-03, 6.054280307089446e-01, 2.248477652870924e+01, 1.743506972293500e-01, 0.000000000000000e+00, 1.395606175686063e+05, 2.194324592560016e+01, 3.155293945040054e+03, 3.150489263960508e-01
610, 2.033620689653032e-01, 5.000000000000000e-03, 6.208894552363805e-01, 2.238209552159120e+01, 1.713912368695918e-01, 0.000000000000000e+00, 1.385823342921594e+05, 2.163833236620882e+01, 3.107700615909407e+03, 3.125078846583402e-01
611, 2.049999999997837e-01, 5.000000000000000e-03, 6.361674531191095e-01, 2.228056112598746e+01, 1.685002878493290e-01, 0.000000000000000e+00, 1.376137384457011e+05, 2.133945035391152e+01, 3.061230490736436e+03, 3.100012638942615e-01
612, 2.066379310342642e-01, 5.000000000000000e-03, 6.512947479237507e-01, 2.218016574416833e+01, 1.656761207863952e-01, 0.000000000000000e+00, 1.366548100035293e+05, 2.104646639458019e+01, 3.015849689752069e+03, 3.075285904420395e-01
613, 2.082758620687447e-01, 5.000000000000000e-03, 6.663012152250588e-01, 2.208090114976642e+01, 1.629169970540497e-01, 0.000000000000000e+00, 1.357055217380996e+05, 2.075924893207758e+01, 2.971525477196987e+03, 3.050893886773220e-01
614, 2.099137931032311e-01, 5.000000000000000e-03, 6.812136139575976e-01, 2.198275857549334e+01, 1.602211802656992e-01, 0.000000000000000e+00, 1.347658398050894e+05, 2.047766847817282e+01, 2.928226226327497e+03, 3.026831818608253e-01
615, 2.115517241377196e-01, 5.000000000000000e-03, 6.960554959041622e-01, 2.188572879234138e+01, 1.575869418317432e-01, 0.000000000000000e+00, 1.338357242850003e+05, 2.020159771982690e+01, 2.885921384370426e+03, 3.003094929150069e-01
616, 2.131896551722081e-01, 5.000000000000000e-03, 7.108471859909009e-01, 2.178980218292323e+01, 1.550125626356385e-01, 0.000000000000000e+00, 1.329151296858387e+05, 1.993091160959129e+01, 2.844581438031521e+03, 2.979678451401107e-01
617, 2.148275862066966e-01, 5.000000000000000e-03, 7.256057921415913e-01, 2.169496881077629e+01, 1.524963318893303e-01, 0.000000000000000e+00, 1.320040054112448e+05, 1.966548744299164e+01, 2.804177880043494e+03, 2.956577628785933e-01
618, 2.164655172411850e-01, 5.000000000000000e-03, 7.403451963440344e-01, 2.160121848702351e+01, 1.500365441257188e-01, 0.000000000000000e+00, 1.311022961964761e+05, 1.940520491374157e+01, 2.764683175711279e+03, 2.933787721303532e-01
619, 2.181034482756735e-01, 5.000000000000000e-03, 7.550760095317258e-01, 2.150854083531123e+01, 1.476314949173892e-01, 0.000000000000000e+00, 1.302099425145862e+05, 1.914994615472213e+01, 2.726070730053357e+03, 2.911304011227044e-01
620, 2.197413793101620e-01, 5.000000000000000e-03, 7.698054618216214e-01, 2.141692535563710e+01, 1.452794764585205e-01, 0.000000000000000e+00, 1.293268809557029e+05, 1.889959576574907e+01, 2.688314855634413e+03, 2.889121808441926e-01
621, 2.213793103446505e-01, 5.000000000000000e-03, 7.845371163926125e-01, 2.132636148632091e+01, 1.429787772143365e-01, 0.000000000000000e+00, 1.284530445828678e+05, 1.865404082832802e+01, 2.651390741137426e+03, 2.867236455526905e-01
622, 2.230172413791389e-01, 5.000000000000000e-03, 7.992701076350490e-01, 2.123683865875967e+01, 1.407276963339456e-01, 0.000000000000000e+00, 1.275883632694090e+05, 1.841317090732338e+01, 2.615274420559970e+03, 2.845643332422373e-01
623, 2.246551724136274e-01, 5.000000000000000e-03, 8.139976334938980e-01, 2.114834633105686e+01, 1.385245829476037e-01, 0.000000000000000e+00, 1.267327640230968e+05, 1.817687804284575e+01, 2.579942742568025e+03, 2.824337859651772e-01
624, 2.262931034481159e-01, 5.000000000000000e-03, 8.287067531036938e-01, 2.106087399524621e+01, 1.363678577055333e-01, 0.000000000000000e+00, 1.258861712904123e+05, 1.794505674648395e+01, 2.545373340692242e+03, 2.803315499959542e-01
625, 2.279310344826044e-01, 5.000000000000000e-03, 8.433824298633547e-01, 2.097441120248556e+01, 1.342559388451154e-01, 0.000000000000000e+00, 1.250485072194712e+05, 1.771760401109098e+01, 2.511544607052030e+03, 2.782571761745129e-01
626, 2.295689655170929e-01, 5.000000000000000e-03, 8.580082401843311e-01, 2.088894764102958e+01, 1.321871841687722e-01, 0.000000000000000e+00, 1.242196918943860e+05, 1.749441929769874e+01, 2.478435665829081e+03, 2.762102201736567e-01
627, 2.312068965515813e-01, 5.000000000000000e-03, 8.725652003701428e-01, 2.080447323219813e+01, 1.301598678332595e-01, 0.000000000000000e+00, 1.233996435495902e+05, 1.727540450681961e+01, 2.446026346805294e+03, 2.741902426812522e-01
628, 2.328448275860698e-01, 5.000000000000000e-03, 8.870302908612622e-01, 2.072097822617249e+01, 1.281721737340875e-01, 0.000000000000000e+00, 1.225882787667770e+05, 1.706046394454664e+01, 2.414297159670513e+03, 2.721968095248133e-01
629, 2.344827586205583e-01, 5.000000000000000e-03, 9.013751295471717e-01, 2.063845329552613e+01, 1.262221915793837e-01, 0.000000000000000e+00, 1.217855126551006e+05, 1.684950428786429e+01, 2.383229269364830e+03, 2.702294917532456e-01
630, 2.361206896550468e-01, 5.000000000000000e-03, 9.155648065541239e-01, 2.055688962941267e+01, 1.243079097201339e-01, 0.000000000000000e+00, 1.209912590148325e+05, 1.664243455034834e+01, 2.352804472494686e+03, 2.682878656842724e-01
631, 2.377586206895353e-01, 5.000000000000000e-03, 9.295567841990787e-01, 2.047627903196151e+01, 1.224272032706516e-01, 0.000000000000000e+00, 1.202054304847194e+05, 1.643916604835283e+01, 2.323005174786381e+03, 2.663715129229301e-01
632, 2.393965517240238e-01, 5.000000000000000e-03, 9.432997712808492e-01, 2.039661402793299e+01, 1.205778176331488e-01, 0.000000000000000e+00, 1.194279386734420e+05, 1.623961236766185e+01, 2.293814369531859e+03, 2.644800203550677e-01
633, 2.410344827585122e-01, 5.000000000000000e-03, 9.567325064822406e-01, 2.031788797821477e+01, 1.187573477671875e-01, 0.000000000000000e+00, 1.186586942756900e+05, 1.604368933073346e+01, 2.265215616992599e+03, 2.626129801189862e-01
634, 2.426724137930008e-01, 5.000000000000000e-03, 9.697824046984319e-01, 2.024009520752978e+01, 1.169632133439325e-01, 0.000000000000000e+00, 1.178976071734314e+05, 1.585131496481792e+01, 2.237193024740760e+03, 2.607699895579700e-01
635, 2.443103448274892e-01, 5.000000000000000e-03, 9.823640275964691e-01, 2.016323114671575e+01, 1.151926297601750e-01, 0.000000000000000e+00, 1.171445865229923e+05, 1.566240947130154e+01, 2.209731228928094e+03, 2.589506511567027e-01
636, 2.459482758619777e-01, 5.000000000000000e-03, 9.943773302213726e-01, 2.008729249192611e+01, 1.134425752718228e-01, 0.000000000000000e+00, 1.163995408286594e+05, 1.547689519656223e+01, 2.182815376480319e+03, 2.571545724654676e-01
637, 2.475862068964662e-01, 5.000000000000000e-03, 1.005705592659800e+00, 2.001227738259980e+01, 1.117097558946137e-01, 0.000000000000000e+00, 1.156623780038035e+05, 1.529469660444827e+01, 2.156431108206143e+03, 2.553813660147370e-01
638, 2.492241379309525e-01, 5.000000000000000e-03, 1.016212864550019e+00, 1.993818559814222e+01, 1.099905722202802e-01, 0.000000000000000e+00, 1.149330054209864e+05, 1.511574025059801e+01, 2.130564542749393e+03, 2.536306492082681e-01
639, 2.508620689654331e-01, 5.000000000000000e-03, 1.025740841027025e+00, 1.986501877046355e+01, 1.082810898574099e-01, 0.000000000000000e+00, 1.142113299521194e+05, 1.493995476023935e+01, 2.105202261211532e+03, 2.519020441502642e-01
640, 2.524999999999136e-01, 5.000000000000000e-03, 1.034106143831558e+00, 1.979278061593695e+01, 1.065769906410417e-01, 0.000000000000000e+00, 1.134972579949837e+05, 1.476727081505592e+01, 2.080331292797086e+03, 2.501951774147014e-01
641, 2.541379310343940e-01, 5.000000000000000e-03, 1.041098840079387e+00, 1.972147721111767e+01, 1.048734759747214e-01, 0.000000000000000e+00, 1.127906954786036e+05, 1.459762115215337e+01, 2.055939102332912e+03, 2.485096798694052e-01
642, 2.557758620688760e-01, 5.000000000000000e-03, 1.046479175314941e+00, 1.965111733058902e+01, 1.031651660281890e-01, 0.000000000000000e+00, 1.120915478503956e+05, 1.443094056482650e+01, 2.032013578492741e+03, 2.468451864524532e-01
643, 2.574137931033645e-01, 5.000000000000000e-03, 1.049973042799699e+00, 1.958171283980445e+01, 1.014459995612919e-01, 0.000000000000000e+00, 1.113997200465293e+05, 1.426716590840885e+01, 2.008543022894674e+03, 2.452013358940747e-01
644, 2.590517241378530e-01, 5.000000000000000e-03, 1.051266632086031e+00, 1.951327914310729e+01, 9.970912618590114e-02, 0.000000000000000e+00, 1.107151164448266e+05, 1.410623611603937e+01, 1.985516140355393e+03, 2.435777703821854e-01
645, 2.606896551723415e-01, 5.000000000000000e-03, 1.050000380495541e+00, 1.944583569388814e+01, 9.794678246170350e-02, 0.000000000000000e+00, 1.100376407983481e+05, 1.394809222833589e+01, 1.962922030529579e+03, 2.419741351675506e-01
646, 2.623275862068300e-01, 5.000000000000000e-03, 1.045762150720694e+00, 1.937940657782459e+01, 9.615014525894118e-02, 0.000000000000000e+00, 1.093671961471052e+05, 1.379267744058624e+01, 1.940750181131971e+03, 2.403900781012998e-01
647, 2.639655172413184e-01, 5.000000000000000e-03, 1.038079471712783e+00, 1.931402118260633e+01, 9.430915689876314e-02, 0.000000000000000e+00, 1.087036847047567e+05, 1.363993717147038e+01, 1.918990462959648e+03, 2.388252490949027e-01
648, 2.656034482758010e-01, 5.000000000000000e-03, 1.026410639582226e+00, 1.924971496965468e+01, 9.241231654138637e-02, 0.000000000000000e+00, 1.080470077165941e+05, 1.348981915830127e+01, 1.897633126990566e+03, 2.372792994906219e-01
649, 2.672413793102846e-01, 5.000000000000000e-03, 1.010134434819069e+00, 1.918653036553241e+01, 9.044643175105545e-02, 0.000000000000000e+00, 1.073970652845151e+05, 1.334227358518635e+01, 1.876668803916442e+03, 2.357518813272470e-01
650, 2.688793103447731e-01, 5.000000000000000e-03, 9.885381566277075e-01, 1.912451779293306e+01, 8.839632334551330e-02, 0.000000000000000e+00, 1.067537561539542e+05, 1.319725325250508e+01, 1.856088506561792e+03, 2.342426464775742e-01
651, 2.705172413792615e-01, 5.000000000000000e-03, 9.608036855446852e-01, 1.906373686374268e+01, 8.624447325421940e-02, 0.000000000000000e+00, 1.061169774564490e+05, 1.305471379913446e+01, 1.835883635764719e+03, 2.327512456201457e-01
652, 2.721551724137447e-01, 5.000000000000000e-03, 9.259916196614907e-01, 1.900425776336976e+01, 8.397059346661481e-02, 0.000000000000000e+00, 1.054866243986295e+05, 1.291461399365548e+01, 1.816045990684541e+03, 2.312773270228166e-01
653, 2.737931034482252e-01, 5.000000000000000e-03, 8.830233470560318e-01, 1.894616286723948e+01, 8.155108968042374e-02, 0.000000000000000e+00, 1.048625898856954e+05, 1.277691611470541e+01, 1.796567784886501e+03, 2.298205351367237e-01
654, 2.754310344827057e-01, 5.000000000000000e-03, 8.306599072339991e-01, 1.888954863534521e+01, 7.895840705984872e-02, 0.000000000000000e+00, 1.042447640675689e+05, 1.264158644396448e+01, 1.777441669557325e+03, 2.283805089594551e-01
655, 2.770689655171861e-01, 5.000000000000000e-03, 7.674769702970022e-01, 1.883452782866878e+01, 7.616023724316860e-02, 0.000000000000000e+00, 1.036330337945877e+05, 1.250859590651930e+01, 1.758660765987727e+03, 2.269568801501995e-01
656, 2.787068965516667e-01, 5.000000000000000e-03, 6.918353991137381e-01, 1.878123209346532e+01, 7.311855585704638e-02, 0.000000000000000e+00, 1.030272819689158e+05, 1.237792090713601e+01, 1.740218710547168e+03, 2.255492709511209e-01
657, 2.803448275861471e-01, 5.000000000000000e-03, 6.018464518904371e-01, 1.872981495685733e+01, 6.978846202427308e-02, 0.000000000000000e+00, 1.024273867829522e+05, 1.224954442723132e+01, 1.722109716921011e+03, 2.241572921516246e-01
658, 2.819827586206277e-01, 5.000000000000000e-03, 4.953296897423421e-01, 1.868045525282306e+01, 6.611682004525676e-02, 0.000000000000000e+00, 1.018332208592567e+05, 1.212345746519070e+01, 1.704328662932721e+03, 2.227805418291446e-01
659, 2.836206896551151e-01, 5.000000000000000e-03, 3.697589381343797e-01, 1.863336091443675e+01, 6.204081006466768e-02, 0.000000000000000e+00, 1.012446503838688e+05, 1.199966091004554e+01, 1.686871213557044e+03, 2.214186069110596e-01
660, 2.852586206896036e-01, 5.000000000000000e-03, 2.221837858931339e-01, 1.858877282626209e+01, 5.748683258620672e-02, 0.000000000000000e+00, 1.006615345644344e+05, 1.187816788858195e+01, 1.669733998448904e+03, 2.200710729511235e-01
661, 2.868965517240921e-01, 5.000000000000000e-03, 4.909242538820158e-02, 1.854696776771945e+01, 5.237120065034203e-02, 0.000000000000000e+00, 1.000837264843734e+05, 1.175900636780953e+01, 1.652914871130896e+03, 2.187375559117862e-01
662, 2.885344827585806e-01, 5.000000000000000e-03, -1.538777483627009e-01, 1.850825771150273e+01, 4.660687170063634e-02, 0.000000000000000e+00, 9.951107881412242e+04, 1.164222087685123e+01, 1.636413280784878e+03, 2.174177902613273e-01
663, 2.901724137930691e-01, 5.000000000000000e-03, -3.926362724074394e-01, 1.847297809306137e+01, 4.012840248345437e-02, 0.000000000000000e+00, 9.894346617253443e+04, 1.152786943671053e+01, 1.620230755086655e+03, 2.161118560700055e-01
664, 2.918103448275576e-01, 5.000000000000000e-03, -6.764208247090523e-01, 1.844144559851147e+01, 3.296932302400554e-02, 0.000000000000000e+00, 9.838086773320427e+04, 1.141600467311397e+01, 1.604371342079427e+03, 2.148207370393722e-01
665, 2.934482758620460e-01, 5.000000000000000e-03, -1.022412859729977e+00, 1.841383537308597e+01, 2.548616800469411e-02, 0.000000000000000e+00, 9.782368587757184e+04, 1.130661538058169e+01, 1.588841596841469e+03, 2.135476370883583e-01
666, 2.950862068965345e-01, 5.000000000000000e-03, -1.467429056586371e+00, 1.838985302655383e+01, 1.898253165229942e-02, 0.000000000000000e+00, 9.727406394851844e+04, 1.119951425827582e+01, 1.573651308255172e+03, 2.123009874932843e-01
667, 2.967241379310230e-01, 5.000000000000000e-03, -2.095112445494360e+00, 1.836791632786884e+01, 1.738531876143658e-02, 0.000000000000000e+00, 9.674168987804613e+04, 1.109443022556333e+01, 1.558839348688413e+03, 2.111014300606777e-01
668, 2.983620689655115e-01, 5.000000000000000e-03, -3.059376772959849e+00, 1.834354369925310e+01, 3.150009066830761e-02, 0.000000000000000e+00, 9.627045309207120e+04, 1.099387755775713e+01, 1.544789961607602e+03, 2.100050536728545e-01
669, 1.500000000000000e-02, 2.631578947363178e-04, 7.459120162588153e+00, 5.348695061654411e+01, -1.084042916102222e-02, 0.000000000000000e+00, 3.391052989006415e+05, 1.203496534727755e+00, 3.797322303090656e+04, 1.001104153853938e+00
670, 1.500000000000000e-02, 5.263157894727429e-04, 7.337315251766218e+00, 5.348849257850503e+01, -1.807727783325811e-02, 0.000000000000000e+00, 3.391085494297117e+05, 1.202536028886187e+00, 3.794184686710750e+04, 1.000110578549871e+00
671, 1.500000000000000e-02, 7.894736842089394e-04, 7.226422251357491e+00, 5.349016419706104e+01, -2.610424578891933e-02, 0.000000000000000e+00, 3.391080803575514e+05, 1.202501790468192e+00, 3.794083100044848e+04, 1.000069769478987e+00
672, 1.500000000000000e-02, 1.052631578944934e-03, 7.091617389111454e+00, 5.349230153345571e+01, -3.449320121387601e-02, 0.000000000000000e+00, 3.391080010380514e+05, 1.202498521549345e+00, 3.794078820349791e+04, 1.000088707874590e+00
673, 1.500000000000000e-02, 1.315789473681047e-03, 6.920645109914726e+00, 5.349503236759769e+01, -4.315747150263852e-02, 0.000000000000000e+00, 3.391079960753069e+05, 1.202482265007119e+00, 3.794034093830267e+04, 1.000103950398194e+00
674, 1.500000000000000e-02, 1.578947368417077e-03, 6.706027055777127e+00, 5.349845273216012e+01, -5.210280076459115e-02, 0.000000000000000e+00, 3.391079975201710e+05, 1.202456234739743e+00, 3.793960035659726e+04, 1.000116928623955e+00
675, 1.500000000000000e-02, 1.842105263153192e-03, 6.439965375083678e+00, 5.350266700167164e+01, -6.136659974976852e-02, 0.000000000000000e+00, 3.391079981224358e+05, 1.202422796191895e+00, 3.793864819157828e+04, 1.000130429943224e+00
676, 1.500000000000000e-02, 2.105263157889104e-03, 6.112587859086590e+00, 5.350780374082431e+01, -7.100214867907319e-02, 0.000000000000000e+00, 3.391079974964020e+05, 1.202382468856268e+00, 3.793751078268886e+04, 1.000145592889967e+00
677, 1.500000000000000e-02, 2.368421052625548e-03, 5.710683612682312e+00, 5.351402608553450e+01, -8.107166383440642e-02, 0.000000000000000e+00, 3.391079940972957e+05, 1.202334412881290e+00, 3.793617986063210e+04, 1.000162269265787e+00
678, 1.500000000000000e-02, 2.631578947362350e-03, 5.216590321424992e+00, 5.352152853419568e+01, -9.163575115184977e-02, 0.000000000000000e+00, 3.391079802446096e+05, 1.202274994806862e+00, 3.793457790147389e+04, 1.000177606474133e+00
679, 1.500000000000000e-02, 2.894736842099584e-03, 4.608263098772912e+00, 5.353046458021614e+01, -1.027165862704726e-01, 0.000000000000000e+00, 3.391079244451778e+05, 1.202191038739374e+00, 3.793236848841525e+04, 1.000179080600661e+00
680, 1.500000000000000e-02, 3.157894736837496e-03, 3.865639864087985e+00, 5.354051810746310e+01, -1.141539551806134e-01, 0.000000000000000e+00, 3.391077154960320e+05, 1.202039303387995e+00, 3.792825967391583e+04, 1.000118536541944e+00
681, 1.500000000000000e-02, 3.421052631574730e-03, 3.004338487985821e+00, 5.354847972610103e+01, -1.250420699912053e-01, 0.000000000000000e+00, 3.391072013655021e+05, 1.201807339100273e+00, 3.791868764435287e+04, 9.998295693145258e-01
682, 1.500000000000000e-02, 3.684210526312504e-03, 2.213356423679322e+00, 5.353375564048811e+01, -1.315855670497257e-01, 0.000000000000000e+00, 3.391100240659628e+05, 1.204764153720054e+00, 3.792098665089756e+04, 9.988592720136712e-01
683, 1.500000000000000e-02, 3.947368421049707e-03, 2.355346544775476e+00, 5.337057124719373e+01, -1.192923204110851e-01, 0.000000000000000e+00, 3.391825078153171e+05, 1.288216714306541e+00, 3.862752195819504e+04, 9.968538350467070e-01
684, 1.500000000000000e-02, 4.210526315787619e-03, 6.531586713644923e+00, 5.233860187355202e+01, -3.719825705017905e-02, 0.000000000000000e+00, 3.400612032588367e+05, 2.826461950146260e+00, 5.034970652205342e+04, 1.000489512938118e+00
685, 1.500000000000000e-02, 4.473684210525183e-03, 2.221239804319340e+01, 4.782462082455321e+01, 2.556586427774996e-01, 0.000000000000000e+00, 3.441691539662411e+05, 1.775393571776506e+01, 1.033260145062485e+05, 1.045300564476390e+00
686, 1.500000000000000e-02, 4.736842105262088e-03, 4.891984849803556e+01, 3.672570004295353e+01, 9.414316261841087e-01, 0.000000000000000e+00, 3.436864417376273e+05, 8.100686993516378e+01, 2.575180649997614e+05, 1.162758052180610e+00
687, 1.500000000000000e-02, 7.368421052627068e-03, -3.001486237160179e+01, 9.959981839584227e+00, -9.788811788253100e-01, 0.000000000000000e+00, 1.236599635176796e+04, 1.620234214462260e-02, 4.241986892822903e+03, 3.043100168564250e-02
688, 1.500000000000000e-02, 9.736842105254205e-03, -1.395656758387826e+01, 9.332587080296610e+00, -7.225896821165529e-01, 0.000000000000000e+00, -3.749936280029294e+03, 3.528791239061451e-03, 3.654504334913950e+02, 8.209008678472438e-04
689, 1.500000000000000e-02, 1.210526315787981e-02, -9.895152398949794e+00, 9.154756233402871e+00, -4.965012395430388e-01, 0.000000000000000e+00, -4.184696612306299e+03, 3.261922576861012e-03, 2.161396543346333e+02, 1.013455155272433e-05
690, 1.500000000000000e-02, 1.447368421050440e-02, -8.702828095466304e+00, 9.136261291011383e+00, -3.340538651620458e-01, 0.000000000000000e+00, -4.188925670999912e+03, 3.208643268972265e-03, 2.049413778865641e+02, 9.791733621634375e-08
691, 1.500000000000000e-02, 1.684210526313007e-02, -8.265085981001871e+00, 9.154144093841248e+00, -2.232447593606630e-01, 0.000000000000000e+00, -4.188968118892616e+03, 3.158568949082303e-03, 2.019779108246983e+02, 8.263268629203279e-10
692, 1.500000000000000e-02, 1.921052631575439e-02, -8.034395378374422e+00, 9.173716013488672e+00, -1.487155850045562e-01, 0.000000000000000e+00, -4.188968497027256e+03, 3.117762693128794e-03, 2.007916152794200e+02, 6.099268661052243e-12
693, 1.500000000000000e-02, 2.157894736838085e-02, -7.867830272596370e+00, 9.187879959884933e+00, -9.868175502268792e-02, 0.000000000000000e+00, -4.188968499980062e+03, 3.098547334173925e-03, 2.002349400023036e+02, 3.908001225706714e-14
694, 1.500000000000000e-02, 2.394736842100574e-02, -7.730900473825620e+00, 9.196755247524237e+00, -6.504268096394943e-02, 0.000000000000000e+00, -4.188968499999865e+03, 3.088704534432742e-03, 1.999480975917960e+02, 2.131391455593120e-16
695, 1.500000000000000e-02, 2.631578947363006e-02, -7.615968273293356e+00, 9.201795414991770e+00, -4.239649034496688e-02, 0.000000000000000e+00, -4.188968499999977e+03, 3.083392992796307e-03, 1.997910940239585e+02, 9.991008875249020e-19
696, 1.500000000000000e-02, 2.868421052626081e-02, -7.520814570828497e+00, 9.204345127594459e+00, -2.715717483898639e-02, 0.000000000000000e+00, -4.188968499999977e+03, 3.080427065052151e-03, 1.997014749223871e+02, 3.970271997036425e-21
697, 1.500000000000000e-02, 3.105263157889926e-02, -7.443777111640379e+00, 9.205389146094962e+00, -1.693340675818833e-02, 0.000000000000000e+00, -4.188968499999976e+03, 3.078730960514958e-03, 1.996487115956064e+02, 1.345009472799160e-23
698, 1.500000000000000e-02, 3.342105263153196e-02, -7.383004738462681e+00, 9.205597911515223e+00, -1.012084459674606e-02, 0.000000000000000e+00, -4.188968499999977e+03, 3.077743506667126e-03, 1.996168761728250e+02, 3.979457579269639e-26
699, 1.500000000000000e-02, 3.578947368417490e-02, -7.336584819616204e+00, 9.205415962742777e+00, -5.638588954978426e-03, 0.000000000000000e+00, -4.188968499999977e+03, 3.077160610615461e-03, 1.995972855499988e+02, 1.025490183593955e-28
700, 1.500000000000000e-02, 3.815789473680971e-02, -7.302742833979148e+00, 9.205137074518554e+00, -2.757979968144599e-03, 0.000000000000000e+00, -4.188968499999977e+03, 3.076813347773328e-03, 1.995850623651238e+02, 2.315997715023253e-31
701, 1.500000000000000e-02, 4.052631578944994e-02, -7.279968178810257e+00, 9.204958075079219e+00, -9.898206766820038e-04, 0.000000000000000e+00, -4.188968499999978e+03, 3.076606335584044e-03, 1.995774116045771e+02, 4.626594417038763e-34
702, 1.500000000000000e-02, 4.289473684208202e-02, -7.267080518109736e+00, 9.205015819356783e+00, -8.722737589822490e-06, 0.000000000000000e+00, -4.188968499999977e+03, 3.076485416889074e-03, 1.995727193186700e+02, 8.252284004799401e-37
703, 1.500000000000000e-02, 4.526315789472497e-02, -7.263266530965393e+00, 9.205412577531611e+00, 3.987675781256236e-04, 0.000000000000000e+00, -4.188968499999977e+03, 3.076420245541093e-03, 1.995700647060092e+02, 1.333744910171226e-39
704, 1.500000000000000e-02, 4.763157894735912e-02, -7.268108722742475e+00, 9.206233520517220e+00, 3.709060779463915e-04, 0.000000000000000e+00, -4.188968499999979e+03, 3.076392248542615e-03, 1.995687888033456e+02, 1.965233109457798e-42
705, 6.249999999986370e-04, 4.736842105263130e-03, 3.262452047373306e+01, 5.255679818007123e+01, 7.581154150415716e-02, 0.000000000000000e+00, 3.399556087246750e+05, 1.318336144908186e+01, 2.618633384262401e+05, 1.007872999133123e+00
706, 1.249999999997294e-03, 4.736842105263086e-03, 3.472733058736972e+01, 5.222256862399661e+01, 9.240005016267920e-02, 0.000000000000000e+00, 3.405946635656005e+05, 1.498626944685927e+01, 2.549718104183844e+05, 1.012317454097050e+00
707, 1.874999999996248e-03, 4.736842105263039e-03, 3.639039499889797e+01, 5.187395894231983e+01, 9.944742569897554e-02, 0.000000000000000e+00, 3.412763390775091e+05, 1.686413557622939e+01, 2.510994924469923e+05, 1.016974696994243e+00
708, 2.499999999994325e-03, 4.736842105262996e-03, 3.791625019220012e+01, 5.150769391892364e+01, 1.029046427710543e-01, 0.000000000000000e+00, 3.419952869483829e+05, 1.885557013318197e+01, 2.493286720632552e+05, 1.021811680409419e+00
709, 3.124999999992361e-03, 4.736842105262949e-03, 3.933749968169378e+01, 5.112216960600836e+01, 1.045069751770671e-01, 0.000000000000000e+00, 3.427467573632511e+05, 2.098024397361053e+01, 2.490283117754577e+05, 1.026809215959339e+00
710, 3.749999999990482e-03, 4.736842105262904e-03, 4.067397953648543e+01, 5.071598323733976e+01, 1.048748234124494e-01, 0.000000000000000e+00, 3.435265944679636e+05, 2.324646068703219e+01, 2.497525150198037e+05, 1.031954304880199e+00
711, 4.374999999988178e-03, 4.736842105262859e-03, 4.192473575573867e+01, 5.028809901117550e+01, 1.042567120071445e-01, 0.000000000000000e+00, 3.443308815690182e+05, 2.565483253686765e+01, 2.511868778916688e+05, 1.037234024012336e+00
712, 4.999999999986722e-03, 4.736842105262812e-03, 4.308018351497878e+01, 4.983778180943980e+01, 1.027613335022222e-01, 0.000000000000000e+00, 3.451561817209343e+05, 2.820159853992676e+01, 2.530731955289805e+05, 1.042636059355138e+00
713, 5.624999999984589e-03, 4.736842105262767e-03, 4.412654293515725e+01, 4.936457846903685e+01, 1.004382928861365e-01, 0.000000000000000e+00, 3.459988539030401e+05, 3.087980981887383e+01, 2.552189606261843e+05, 1.048145886651761e+00
