"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,"LinSolIter",    "LinSolRes"   ,"LinSolIterTurb",  "LinSolResTurb" , "Avg_TotalPress" ,"Avg_TotalPress(inlet_gas)","Avg_TotalPress(inlet_air)","Avg_TotalPress(outlet)"
          0,           0,          22,-3.654541281670147,-1.599068704670476, -3.01211567085041,-1.937784478769701,0.9226931668701722,           5,-1.283693262341653,               5,-4.157435446836439, 3983.415340205844,          2762.827647570232,          851.9273617504701,       368.6603308851419
          0,           0,          23,-3.632921517532426,-1.568191986362795,-2.944566320343447,-1.985559125541271,0.8714536095779735,           5,-1.250256876310877,               5,-4.114956511433232, 3104.408983882936,          2383.283924099635,          457.5289374188555,       263.5961223644455
          0,           0,          24,-3.621415648672985,-1.550747490369813,-2.889247568831329,-2.024103154132167,0.8169538275995643,           5,-1.222306687403522,               5, -4.05795116500629, 2259.887322709227,          1999.867910373641,          97.20829627584135,       162.8111160597439
          0,           0,          25,-3.662964158305946, -1.59549148189305,-2.919235724514031,-2.033343263803649,0.7812176325517231,           5,-1.192469819255402,               5,-4.004069584876143, 1533.503734394625,           1662.39273366822,         -198.8268085698876,       69.93780929629338
          0,           0,          26,-3.725450372363103,-1.665507504333582, -2.95764959814693,-2.027446933439166,0.7461706615772417,           5,-1.173707069582203,               5,-3.950054432599226, 931.3217212256849,          1379.077076855153,          -432.290936712675,      -15.46441891679311
          0,           0,          27,-3.779222621714563,-1.721454435944882,-2.984537642262395,-2.014319942934115,  0.71354861698743,           5,-1.190798142361952,               5,-3.903597353061484, 447.3354240115199,          1145.828594823061,         -609.1726131070933,      -89.32055770444774
          0,           0,          28,-3.822979211764072,-1.759734699974625,-3.024152851950801,-1.996054241759544,0.6942169838202404,           5,-1.242344473392445,               5,-3.873079899926672, 89.04906584500296,          964.8647046196634,         -730.0970114198835,      -145.7186273547769
          0,           0,          29,-3.863502823454182,-1.790928942423602,-3.084620982620681,-1.975622945025784, 0.683762990735529,           5,-1.315477671838904,               5,-3.846444126996425,-131.1575399038341,          841.6932243835273,         -792.5151623986537,      -180.3356018887077
          0,           0,          30,-3.903287768013118,-1.821618743439473,-3.165591383150482,-1.958233054574641,0.6702052827969834,           5, -1.40042009569795,               5,-3.808803454759154,-206.5792329376574,          780.2517240852615,         -794.6368427399134,      -192.1941142830055
          0,           0,          31,-3.937158313777442,-1.850737210538137,-3.266416880134682,-1.948651786732976,0.6513071094119249,           5,-1.475074506555028,               5,-3.759635039155585,-140.0553834762492,          781.2278135253162,          -738.184116173827,      -183.0990808277384
          0,           0,          32,-3.956121844705766,-1.872532927731794,-3.370644499943776,-1.949110203012963,0.6267894078374587,           5,-1.492857217963511,               5,-3.703506408252184, 54.88071191659202,          841.5670535743526,         -630.3020826827071,      -156.3842589750535
          0,           0,          33,-3.958220607070348,   -1.884228566987,-3.425190074702153,-1.957001409908434,0.6001330126831139,           5,-1.461611161243518,               5,-3.649122761482979, 355.3586653152983,          954.5304201374466,         -482.8656668362254,       -116.306087985923
          0,           0,          34,-3.951503637450045,-1.889557561587222,-3.421273689665748,-1.981114277105402, 0.560870865763353,           5,-1.412667597571469,               5,-3.614571473348607, 730.3558232141775,          1108.186028952727,         -310.8688884035889,      -66.96131733496105
          0,           0,          35,-3.947069775211034, -1.89584833875055,-3.388194055650867,-2.022138004159799,0.5223823541571639,           5,-1.358287494448765,               5,-3.621175495824474, 1135.896915670015,          1283.171058910932,         -133.7849730961019,       -13.4891701448147
          0,           0,          36,-3.957811312428198,-1.915607203036624,-3.357394147973476,-2.065512678840508, 0.522970508508841,           5, -1.31368457946769,               5,-3.606560743640603, 1526.961876414058,          1458.296482236509,          30.71159445787114,       37.95379971967721
          0,           0,          37,-3.984444144847731,-1.949021467024382,-3.333425214037399, -2.08196431785734,0.5557024911668262,           5,-1.276783290680356,               5,-3.508701771303302, 1874.147225980938,          1618.421967229512,          172.2709123339123,         83.454346417514
          0,           0,          38,-4.016819614041762, -1.98460226155759,-3.324760574609442,-2.060018095277631,0.5756925491199252,           5,-1.257798358094988,               5,-3.313653506464854, 2160.900129468708,          1755.007111353671,          285.1712704250818,       120.7217476899551
          0,           0,          39,-4.051494974759181,-2.019705689139019,-3.339812238911725,-2.002102168058224,0.5689430626003702,           5,-1.258672354402569,               5,-3.108773684973545, 2378.642299325353,          1863.695777126403,          366.3075171663266,       148.6390050326235
          0,           0,          40, -4.08960047783885,-2.057347519934266,-3.379425745957075, -1.94245346194273,0.5344888528837854,           5,-1.271474501906877,               5,-2.974196609699177, 2523.926906137841,          1942.273910551388,          414.7912609544505,       166.8617346320027
          0,           0,          41,-4.135867772420244, -2.09786532986939,-3.433753759463457,-1.991025120890842,0.4480869112601083,           5,-1.285344012878605,               5,-2.916673943112098,  2598.12955670207,          1990.061424001138,          432.1258179091782,       175.9423147917533
          0,           0,          42,-4.182415015066454, -2.14045860810578,-3.508351417917835,-2.168314090462367,0.3491148494502471,           5,-1.287474786114635,               5,-2.979102863965476, 2604.000157502347,          2006.985905474455,          420.6009796635019,       176.4132723643897
          0,           0,          43,-4.223473635147401,-2.179203281499206,-3.590756646841427,-2.293344100136824,0.2984678610221019,           5,-1.266187203092125,               5, -3.18460732423962, 2548.019793507227,          1994.902147020621,          383.9455047773858,       169.1721417092207
          0,           0,          44,-4.252675238066924,-2.207771664744024, -3.64429215549499,-2.349750526704153,0.2548575749848501,           5,-1.229050493016878,               5,-3.265366953940725, 2439.447294425674,            1957.1834417936,          326.8784868798328,       155.3853657522423
          0,           0,          45,-4.267158006386202,-2.222946306180782,-3.645032729288602,-2.400062463387322,0.2006093896281786,           5,-1.198290067127913,               5,-3.291726103327687, 2287.904662213513,          1897.712722501741,          253.9344601708729,       136.2574795408992
          0,           0,          46,-4.266674678294019,-2.222228900072536,-3.603676988907686,-2.453029130657037,0.1340581758324053,           5,-1.178785522113345,               5,-3.292410914517373, 2102.275557665968,          1820.306871142737,          169.4127855659243,       112.5559009573069
          0,           0,          47,-4.255579997396704,-2.208424887237416,-3.541699714356806,-2.511642255688125,0.04172871868705579,           5,-1.146466195584292,               5, -3.26828836193246, 1903.511939216146,          1733.171220624084,          83.38205742641139,       86.95866116565119
          0,           0,          48, -4.26562118275394, -2.21793148281093,-3.499221808271611,-2.556720442048966,-0.02732030868498677,           5,-1.115158568521019,               5,-3.236716445651478, 1721.630046586713,          1649.619678170328,          8.062333866692999,       63.94803454969212
          0,           0,          49,  -4.3158062571638, -2.27145062270744,-3.518731430837633,-2.579513386854138,-0.05581327692152108,           5,-1.078876093194681,               5,-3.220508367345514, 1569.724204036176,          1578.073079877019,         -52.37932979614535,       44.03045395530237
          0,           0,          50,-4.375497522778266,-2.333171532770436,-3.558438169898136,-2.584778236043895,-0.06825647954595927,           5,-1.051219352962304,               5,-3.208116976554977, 1448.709474010917,          1519.716415363356,         -98.11154741247283,       27.10460606003472
          0,           0,          51,-4.427014128325556,-2.381546908114852,-3.598167432987392,-2.578669101502522,-0.0648536111544767,           5,-1.043399515654471,               5,-3.200194472515967, 1358.947202899314,          1474.530389288512,         -129.5193216409364,       13.93613525173927
          0,           0,          52, -4.47238174105139,-2.419960339035736,-3.642366800286318,-2.569938420900393,-0.05571396307295699,           5,-1.049445922895415,               5,-3.191492927658491, 1302.035096520436,          1443.259941252672,         -146.5922651814045,       5.367420449168274
          0,           0,          53,-4.515643208921448,-2.455544197125023,-3.693725262615138,-2.567371191458665,-0.05224727668096221,           5,-1.061398051163633,               5,-3.181054103842767, 1278.835474529675,          1426.569600143459,         -149.4483441616765,       1.714218547892693
          0,           0,          54,-4.554851102200787,-2.489545380166784, -3.75163322068784,-2.575978808784373,-0.06010362611678687,           5,  -1.0743934857865,               5,-3.171072476101416,  1288.48768344324,          1424.491974514008,         -138.7605372486226,       2.756246177854949
          0,           0,          55,-4.582465702934956,-2.517042024636678, -3.80484785250278,-2.597752570475181,-0.08183838901531408,           5,-1.089853749896436,               5,-3.163000850696962,  1328.08487438086,          1436.260560017115,         -116.0545214388699,       7.878835802614283
          0,           0,          56, -4.59214509755882,-2.531952029927445,-3.836362849240855, -2.63174052909937,-0.1174588979159782,           5,-1.120807234016883,               5,-3.157044648213563, 1393.115156190202,          1460.400127412017,         -83.51374747142383,       16.22877624960876
          0,           0,          57,-4.584976006641449,-2.531936854764867,-3.847163102321088,-2.675910552002111, -0.16864594664039,           5,-1.175603363312485,               5,-3.153584371604229, 1478.582614682117,          1495.008457510767,         -43.57548381225843,        27.1496409836084
          0,           0,          58,-4.567527518690668,-2.519050544898974,-3.841931331356961,-2.728873405908609,-0.2580852770031887,           5,-1.202024827681647,               5,-3.142733239951485, 1574.857878408681,          1536.293079096058,         -1.070530089626228,        39.6353294022493
          0,           0,          59,-4.566984619814121,-2.522343955542331,-3.822095482832928,-2.779429930384839,-0.3526225943080071,           5,-1.185696860424684,               5,-3.130893782141575, 1667.016396320582,          1577.811175726417,          37.75052476435015,       51.45469582981438
          0,           0,          60,-4.603494759935331,-2.564890324760837,-3.839186441216429,-2.814981865618177,-0.3865106169221181,           5,-1.157774877439269,               5,-3.146265246516861, 1746.582981244349,          1614.708052468119,          70.01728063631715,       61.85764813991324
          0,           0,          61,-4.653622195335599,-2.619059775278142,-3.873357386521948,-2.835226799895503,-0.3870376551473259,           5,-1.137500683043629,               5, -3.17021697573122, 1811.334322356205,          1645.516555999195,          95.13955800367449,       70.67820835333596
          0,           0,          62,-4.700595012796296,-2.665337458257661,-3.914344410186789,-2.844115030824489,-0.3712283752196308,           5,-1.136461841370956,               5,-3.186195285813751, 1860.538381449614,          1669.862483082609,          113.0906168628846,       77.58528150412127
          0,           0,          63,-4.744043583304874, -2.70311699006543,-3.959542000573809,-2.845607545615157,-0.3518155728861084,           5,-1.153453087539196,               5,-3.194346932709343, 1893.796020282895,          1687.494380116842,          124.0029985490696,       82.29864161698286
          0,           0,          64,-4.786419978612686,-2.738371499757712,-4.015983622918774,-2.853232764563252,-0.346049761761272,           5,-1.178908734029204,               5,-3.197033540286642, 1911.088968331082,          1698.261405298426,           128.103884622061,       84.72367841059491
          0,           0,          65,-4.827940759357321,-2.774014924558983, -4.08983361007086,-2.869074508414456,-0.3529356835872065,           5,-1.200745771521697,               5,-3.199263835582224, 1913.055384611831,          1702.253474227041,           125.821946578649,       84.97996380614113
          0,           0,          66,-4.864580289144744,-2.808266412538281,-4.176256130722181,-2.894258211940305,-0.3724346950034862,           5,-1.207265465182757,               5,-3.202755833506708, 1900.979059967218,          1699.818527000132,          117.8330624287484,       83.32747053833803
          0,           0,          67,-4.889857458029002,-2.835762051245115,-4.250386606073866,-2.929174552299626,-0.4056498547062923,           5,-1.198201258725763,               5,  -3.2072700275937, 1876.677373214907,            1691.5365307087,           105.035856652475,       80.10498585373158
          0,           0,          68,-4.899508039304721,-2.850852044778185,-4.275537923700989,-2.972829510733159,-0.4512786561714406,           5,-1.186772139975352,               5,-3.213228077632266, 1842.106301272774,           1678.11182567902,          88.36575879532197,       75.62871679843143
          0,           0,          69,-4.893548223981798,-2.849512272902964,-4.244310950846003,-3.024048328385769,-0.5123482869001827,           5,-1.172340690152841,               5,-3.218345103770086, 1799.347278212162,          1660.363464872921,          68.88175011422368,       70.10206322501723
          0,           0,          70,-4.879049559105516,-2.835593353271441, -4.17747563146545,-3.081515589068325,-0.6045859408165281,           5,-1.128971451723212,               5,-3.212045183914848, 1753.416012496353,           1640.24297667873,           48.9934636716654,       64.17957214595752
          0,           0,          71,-4.886934970446196,-2.844045857481702, -4.11833575583461,-3.131117079445306,-0.6737890335886287,           5, -1.08640305443596,               5,-3.203804125757291, 1711.054508253631,          1620.813170866418,          31.43602668642757,       58.80531070078453
          0,           0,          72,-4.931914703002717,-2.890870421332663,-4.110712242987822,-3.164785361670643,-0.6979349003236138,           5,-1.040123899353939,               5,-3.204905122000398, 1675.616252396881,          1604.106942697087,          17.34402435499774,       54.16528534479644
          0,           0,          73,-4.989250266236287,-2.948068807186739, -4.13408215474405,-3.183444149941122,-0.701375565692707,           5,-0.9977383770096622,               5,  -3.2020519443083, 1647.721187314896,          1590.605738922014,          6.837221161390694,       50.27822723149143
          0,           0,          74,-5.041834681123305,-2.995878045725625,-4.160469756734527,-3.191498027364035, -0.69189463502727,           5,-0.9737404874895933,               5,-3.197088346036199, 1627.456973727404,          1580.349176106457,        -0.1835811181940768,       47.29137873914125
          0,           0,          75,-5.088100019063069,-3.033906306634092,-4.191764359512323,-3.196995386727732,-0.6814040892906444,           5,-0.9691109730240454,               5, -3.19098138936906, 1614.978314005236,          1573.429175890116,         -3.817102792377915,       45.36624090749757
          0,           0,          76, -5.13052167879276,-3.068055358767918,-4.233013502064037,-3.205832650070215,-0.6794504774514766,           5,-0.9775840576437635,               5,-3.183406550660428, 1610.287619730377,            1569.9057661878,         -4.190418997558804,       44.57227254013559
          0,           0,          77,-5.168863757394204,-3.101289815057625,-4.285999990046231,-3.223236175528251,-0.6915003091620069,           5,-0.9943507045525637,               5,-3.176035878446339, 1613.038295473785,           1569.70800342531,          -1.52678028897641,       44.85707233745148
          0,           0,          78,-5.198237604419409,-3.131043459719079,-4.345189370794179,-3.251102979487031,-0.7175097501306941,           5,-1.021591496493907,               5,-3.171135007371761, 1622.510113366534,           1572.62374196211,           3.81702008625312,       46.06935131817031
          0,           0,          79,-5.212206308656471,-3.150937742378337,-4.401118317493959,-3.289007880787201,-0.7565889708483988,           5,-1.070259508700046,               5,-3.169909613840246, 1637.747325027987,          1578.334280138041,          11.39032648763988,       48.02271840230638
          0,           0,          80,-5.208487119986915,-3.155043902490398,-4.445917943004958,-3.335734687509275,-0.8122588550408677,           5,-1.142164399531934,               5,-3.171138903809771, 1657.625786206658,          1586.420186588304,          20.63085542270142,       50.57474419565246
          0,           0,          81,-5.193839433522601,-3.145478171379342,-4.465424552478798,-3.392453513021009,-0.9094307461540642,           5,-1.170500518893644,               5,-3.162081169659866, 1679.595168222561,          1595.897570117112,          30.27970542530183,       53.41789268014648
          0,           0,          82,-5.200896017080421,-3.157393382279432,-4.458230164260814,-3.445197024316418,-0.9991466956095643,           5,-1.157318748035721,               5,-3.155411366448974, 1700.165134911324,          1605.212168753368,          38.91295607449624,       56.04001008345946
          0,           0,          83,-5.245196722268934,-3.208195400687007,-4.498656731422863,-3.481546491103178,-1.035681817174293,           5,-1.135731286975419,               5,-3.172027871618306,   1717.6983744882,          1613.353554719646,          45.99933691384974,       58.34548285470439
          0,           0,          84,-5.299707573839282,-3.265938255862852, -4.55396938044856,-3.499928505291348,-1.044835693278633,           5,-1.125742285470277,               5,-3.185392873165934, 1731.949234158299,          1620.123746555006,          51.50929284810586,       60.31619475518709
          0,           0,          85,-5.347595533023822,-3.311052071960782,-4.607401222289004,-3.505899325391059,-1.039507066959643,           5, -1.13786874151025,               5,-3.185988738218668,  1742.84837978475,          1625.507890445729,          55.47294086737027,        61.8675484716512
          0,           0,          86, -5.39033192959581, -3.34645241374708,-4.661310569773398,-3.507522878564155,-1.027063252024922,           5,-1.168343210224182,               5,-3.183246874721331, 1750.276440257139,           1629.44402352551,          57.90911210995115,       62.92330462167826
          0,           0,          87,-5.432416610886387, -3.37989365223733,-4.720644066425716,-3.511897211668246,-1.019919693725649,           5,-1.209078291327469,               5,-3.179899205202494, 1754.203453115272,          1631.882143750117,          58.85715752414349,       63.46415184101178
          0,           0,          88,-5.474167629859244,-3.414776391094256,-4.792642897606381,-3.523552948095678,-1.024482357930345,           5,-1.250732803704924,               5,-3.177323345930233, 1754.757609442552,          1632.832299850244,          58.40285057900999,       63.52245901329885
          0,           0,          89,-5.511229617378354,-3.449446486205202,-4.875132247179158,-3.544695424542264,-1.042986343802295,           5,-1.280652977345137,               5,-3.176604077965385, 1752.222005655502,          1632.368903853583,          56.69172195247369,        63.1613798494448
          0,           0,          90,-5.537220250617356,-3.478923295271018,-4.942811736323313,-3.575948771534364,-1.076320340396541,           5,-1.289362586497145,               5,-3.177799455648371, 1747.012326675729,          1630.625756353678,          53.92665046644228,       62.45991985560929
          0,           0,          91,-5.548609582374393,-3.498151692054237,-4.960354990484011,-3.616614730723424,-1.123551938867134,           5,-1.280233216126695,               5,-3.181052526978699, 1739.607747515818,          1627.778170020263,          50.33517826006174,       61.49439923549322
          0,           0,          92,-5.546841587838571,-3.504180612774349,-4.923597847593655,-3.665042841803211,-1.187662106691966,           5,-1.253358984159955,               5,-3.183931252544918, 1730.528400191556,          1624.035418240978,          46.17083384987991,       60.32214810069782
          0,           0,          93,-5.538759346369734,-3.499979275672204,-4.855138318075912,-3.719073595986241, -1.27988276446903,           5,-1.198559384077922,               5,-3.178257297743725,  1720.72852489689,           1619.77995644268,          41.88997900870051,       59.05858944550972
          0,           0,          94,-5.547105629899269,-3.510500987955723,-4.789919177193939,-3.768386865301727,-1.359531445426669,           5,-1.148146881740323,               5,-3.171229557307176, 1711.495107860192,          1615.583550485278,          38.03101074505926,       57.88054662985417
          0,           0,          95,-5.587016512189392,-3.552762392529321, -4.76346159600967,-3.803487878376956,-1.391212936805149,           5,-1.102701901163538,               5,-3.177374085494901,  1703.56787777466,          1611.868091622851,           34.8481718612067,       56.85161429060253
          0,           0,          96,-5.640159290224643,-3.605732930161456,-4.773425637995307,-3.824908920188714,-1.394386924126434,           5,-1.065090954262973,               5, -3.17705972974281, 1697.143686140801,          1608.773821790913,          32.38824389383048,       55.98162045605786
          0,           0,          97,-5.691477596558699,-3.651806250103819,-4.791958979951848,-3.835439785594736, -1.37927026124076,           5,-1.047110524480271,               5,-3.171802010614521, 1692.280004939009,          1606.335065749976,          30.64762265363435,       55.29731653539881
          0,           0,          98,-5.739225813876335,-3.690353208214288,-4.820338894752098,-3.841812768365817,-1.362596396377848,           5, -1.04930461462818,               5,-3.167662439474281, 1689.034048429579,          1604.583710845287,          29.61952670373986,        54.8308108805522
          0,           0,          99,-5.785479966511919,-3.726731187489334,-4.863324809798771,-3.850759240159471,  -1.3552213278641,           5, -1.06551687501037,               5,-3.164111009385953, 1687.430882927233,          1603.543738927923,          29.28818964692878,       54.59895435238226
          0,           0,         100,-5.829816532364311,-3.763846237293871,-4.922450373560515,-3.866865203280919,-1.361254165893631,           5,-1.089831762690521,               5,-3.160973555481316, 1687.422319786487,          1603.212215417025,          29.61499069131777,       54.59511367814387
          0,           0,         101,-5.867162768857593,-3.799604331250476,-4.995208552948689,-3.892669917150521,-1.382172399439008,           5,-1.120239991205025,               5,-3.158667968376005, 1688.874295997876,          1603.552805747946,          30.52986731980701,       54.79162293012355
          0,           0,         102,-5.890031601534376,-3.827868415090492,-5.074875185371284,-3.929027245171606,-1.418225974081335,           5,-1.160559284847405,               5, -3.15755645545124, 1691.584571795874,          1604.498986929874,          31.93644915524671,       55.14913571075329
          0,           0,         103,-5.894678857855175,-3.842293627188894,-5.150463526961667,-3.975189869554258,-1.469343505336187,           5,-1.213206739095148,               5,-3.157507810373799, 1695.327642309452,          1605.966584499797,          33.72831142752854,       55.63274638212626
          0,           0,         104,  -5.8840711892775,-3.839976377927612,-5.202237942231334,-4.030751910722798,-1.547273109925455,           5,-1.238941010368141,               5,-3.152057091575958, 1699.766356206542,          1607.822869829771,          35.73605061429728,       56.20743576247424
          0,           0,         105,-5.875794213740582,-3.836657748470168,-5.211198006486894,-4.093149818452658,-1.657350655609195,           5,-1.208345967939329,               5, -3.13209086534975, 1704.223046700431,          1609.795116675991,          37.65062274621963,       56.77730727822056
          0,           0,         106,-5.903497422616809,-3.871319776787881,-5.227295413329984,-4.144916561638183,-1.725483556351001,           5,-1.170304147476204,               5,-3.128817589109526,  1708.19579151775,          1611.617357540206,          39.28885520398531,       57.28957877355897
          0,           0,         107,-5.953772180654177,-3.927123451137423,-5.246779627107546, -4.18022272637331,-1.760348490628368,           5,-1.144214939495444,               5,  -3.1375868915802, 1711.571227142414,          1613.197904761714,          40.62908764201519,       57.74423473868495
          0,           0,         108,-5.999700558044369,-3.971973900880729,-5.266535324013421,-4.199395397513511,-1.770100788460809,           5,-1.142056329802571,               5, -3.13994592999332, 1714.336267852713,          1614.527667682619,          41.67967000470311,       58.12893016539125
          0,           0,         109,-6.038609915658368,-4.003301839445106,-5.288368430447234,  -4.2054660672929,-1.754877529789417,           5,-1.160802625493532,               5, -3.14095317390097, 1716.448172100621,          1615.590212537023,          42.43572999843246,       58.42222956516608
          0,           0,         110, -6.07792549464035,-4.032223250336901,-5.318923894277413, -4.20656242720155,-1.735127656953431,           5,-1.191517838686626,               5,-3.141921630890625, 1717.862019962513,          1616.361344149889,           42.8888064719642,       58.61186934065969
          0,           0,         111,-6.121273372116777,-4.065481430971023, -5.36491310242732,-4.210591429676771,-1.724901246108955,           5,-1.227478415496255,               5,-3.141855193054478, 1718.563539659895,           1616.82620692356,          43.03913507464586,       58.69819766168938
          0,           0,         112,-6.166146970022636,-4.103154357564136,-5.430610068651471, -4.22253932088502,-1.728889719432853,           5,-1.262710307667345,               5, -3.14165385444502, 1718.576584740784,          1616.984639862871,          42.90163188728682,       58.69031299062563
          0,           0,         113,-6.205270219535086,-4.140566493878724, -5.51261254082775,-4.244954751044291,-1.748995288066764,           5,-1.289571109462084,               5,-3.141699368421199, 1717.961968190456,          1616.851839867563,          42.50811674076088,       58.60201158213263
          0,           0,         114,-6.230834243253317,-4.171179183454351,-5.595345057154865,-4.278583919697317,-1.786527777953103,           5,-1.301787180115765,               5,-3.141418896361653, 1716.812303657363,          1616.458205924466,          41.90476695282376,       58.44933078007253
          0,           0,         115,-6.240661307137305,   -4.190622186711,   -5.650416484984,-4.322474258738892,-1.842397846858089,           5,-1.297964784616192,               5,-3.139386330201871, 1715.235561878205,          1615.845112398417,          41.14344135194513,       58.24700812784219
          0,           0,         116,-6.238736336593559,-4.197913665645287,-5.646217869171476,-4.374493698989756, -1.92140358782527,           5, -1.27241676283242,               5,-3.130538138287893, 1713.352948401519,          1615.063381787077,          40.28277056597663,       58.00679604846624
          0,           0,         117,-6.233947052950246,-4.198466578095659,-5.587986357896435,-4.432507013870728,-2.035411152272753,           5,-1.223006023382248,               5,-3.101017223666149, 1711.372825937568,           1614.19835714511,          39.42134652658581,       57.75312226587157
