"PointID","x","y","Pressure","Velocity_x","Velocity_y","Turb_Kin_Energy","Omega"
2122, 1.312931034479767e-01, 1.052631578944934e-03, -2.023877080097061e+00, 3.101737019538797e+01, 1.091497888746887e-01, 3.449421926435081e+01, 5.603970790641389e+03
2123, 1.329310344824572e-01, 1.052631578944934e-03, -2.047799353619302e+00, 3.070012004204261e+01, 1.059345266520982e-01, 3.393207558942938e+01, 5.468546625624087e+03
2124, 1.345689655169378e-01, 1.052631578944934e-03, -2.068247591759503e+00, 3.039180624221292e+01, 1.028600189604852e-01, 3.337513097567809e+01, 5.338256460049225e+03
2125, 1.362068965514182e-01, 1.052631578944934e-03, -2.085341554834397e+00, 3.009206517174870e+01, 9.991885194474576e-02, 3.282425897661154e+01, 5.212842177462197e+03
2126, 1.378448275858978e-01, 1.052631578944934e-03, -2.099209924050835e+00, 2.980054959372102e+01, 9.710400644871128e-02, 3.228019384744383e+01, 5.092061572394128e+03
2127, 1.394827586203743e-01, 1.052631578944934e-03, -2.109988882240427e+00, 2.951692817322629e+01, 9.440884766251725e-02, 3.174354723785735e+01, 4.975687262262978e+03
2128, 1.411206896548509e-01, 1.052631578944934e-03, -2.117818433116034e+00, 2.924088494428422e+01, 9.182710049219416e-02, 3.121482292798900e+01, 4.863505666537794e+03
2129, 1.427586206893294e-01, 1.052631578944934e-03, -2.122839133934164e+00, 2.897211877130301e+01, 8.935282132408519e-02, 3.069442986540299e+01, 4.755316053157199e+03
2130, 1.443965517238099e-01, 1.052631578944934e-03, -2.125190126122225e+00, 2.871034282197892e+01, 8.698037091087867e-02, 3.018269371879533e+01, 4.650929650309827e+03
2131, 1.460344827582904e-01, 1.052631578944934e-03, -2.125008794844615e+00, 2.845528405506593e+01, 8.470439132661087e-02, 2.967986712740607e+01, 4.550168820308373e+03
2132, 1.476724137927709e-01, 1.052631578944934e-03, -2.122432709967005e+00, 2.820668271112387e+01, 8.251979290527324e-02, 2.918613878886397e+01, 4.452866290476460e+03
2133, 1.493103448272514e-01, 1.052631578944934e-03, -2.117605830643231e+00, 2.796429175764632e+01, 8.042176909173371e-02, 2.870164148448356e+01, 4.358864432134785e+03
2134, 1.509482758617319e-01, 1.052631578944934e-03, -2.110689404196052e+00, 2.772787617786417e+01, 7.840586237918958e-02, 2.822645912157951e+01, 4.268014576520469e+03
2135, 1.525862068962124e-01, 1.052631578944934e-03, -2.101863100601185e+00, 2.749721202526646e+01, 7.646802947712841e-02, 2.776063295791436e+01, 4.180176370844375e+03
2136, 1.542241379306929e-01, 1.052631578944934e-03, -2.091292111508201e+00, 2.727208548022579e+01, 7.460454073679817e-02, 2.730416728614540e+01, 4.095217204229351e+03
2137, 1.558620689651734e-01, 1.052631578944934e-03, -2.079096890429428e+00, 2.705229231937169e+01, 7.281180577934945e-02, 2.685703463945115e+01, 4.013011706163880e+03
2138, 1.574999999996539e-01, 1.052631578944934e-03, -2.065364563323070e+00, 2.683763770898076e+01, 7.108634737180586e-02, 2.641918038616209e+01, 3.933441283258403e+03
2139, 1.591379310341344e-01, 1.052631578944934e-03, -2.050165154486122e+00, 2.662793595923084e+01, 6.942482739176191e-02, 2.599052675377187e+01, 3.856393684272419e+03
2140, 1.607758620686149e-01, 1.052631578944934e-03, -2.033562323705460e+00, 2.642301017756972e+01, 6.782407155951495e-02, 2.557097635538028e+01, 3.781762592391361e+03
2141, 1.624137931030977e-01, 1.052631578944934e-03, -2.015618161621734e+00, 2.622269185563978e+01, 6.628107908692299e-02, 2.516041528878367e+01, 3.709447245488660e+03
2142, 1.640517241375861e-01, 1.052631578944934e-03, -1.996394469142265e+00, 2.602682043544625e+01, 6.479302025843188e-02, 2.475871586498581e+01, 3.639352084204734e+03
2143, 1.656896551720746e-01, 1.052631578944934e-03, -1.975952552611740e+00, 2.583524288442567e+01, 6.335722754093095e-02, 2.436573901126792e+01, 3.571386426638675e+03
2144, 1.673275862065631e-01, 1.052631578944934e-03, -1.954352667342451e+00, 2.564781329376368e+01, 6.197118415074170e-02, 2.398133638590028e+01, 3.505464167862727e+03
2145, 1.689655172410516e-01, 1.052631578944934e-03, -1.931653614032527e+00, 2.546439250503309e+01, 6.063251219503774e-02, 2.360535223601732e+01, 3.441503502250453e+03
2146, 1.706034482755401e-01, 1.052631578944934e-03, -1.907912719687963e+00, 2.528484776503789e+01, 5.933896169465126e-02, 2.323762502541338e+01, 3.379426666511239e+03
2147, 1.722413793100285e-01, 1.052631578944934e-03, -1.883186503473648e+00, 2.510905240349303e+01, 5.808840261818943e-02, 2.287798885305269e+01, 3.319159701024260e+03
2148, 1.738793103445170e-01, 1.052631578944934e-03, -1.857532735273190e+00, 2.493688551650449e+01, 5.687882553617424e-02, 2.252627467444839e+01, 3.260632226213543e+03
2149, 1.755172413790055e-01, 1.052631578944934e-03, -1.831014599621855e+00, 2.476823161657935e+01, 5.570836035937056e-02, 2.218231133218871e+01, 3.203777229820440e+03
2150, 1.771551724134940e-01, 1.052631578944934e-03, -1.803703870809367e+00, 2.460298020455921e+01, 5.457530670372235e-02, 2.184592642175458e+01, 3.148530863720463e+03
2151, 1.787931034479825e-01, 1.052631578944934e-03, -1.775671774485844e+00, 2.444102531658213e+01, 5.347811226424459e-02, 2.151694706998176e+01, 3.094832258593270e+03
2152, 1.804310344824709e-01, 1.052631578944934e-03, -1.746974688606148e+00, 2.428226520763403e+01, 5.241530286267656e-02, 2.119520066398235e+01, 3.042623361124642e+03
2153, 1.820689655169594e-01, 1.052631578944934e-03, -1.717653051838666e+00, 2.412660219931220e+01, 5.138545108598112e-02, 2.088051548872968e+01, 2.991848785146184e+03
2154, 1.837068965514479e-01, 1.052631578944934e-03, -1.687736557212537e+00, 2.397394256967329e+01, 5.038717635828343e-02, 2.057272126050946e+01, 2.942455671197302e+03
2155, 1.853448275859364e-01, 1.052631578944934e-03, -1.657249416285181e+00, 2.382419642291580e+01, 4.941915387961400e-02, 2.027164956561529e+01, 2.894393552907416e+03
2156, 1.869827586204249e-01, 1.052631578944934e-03, -1.626213678294204e+00, 2.367727753174577e+01, 4.848012110605428e-02, 1.997713421997099e+01, 2.847614230239231e+03
2157, 1.886206896549134e-01, 1.052631578944934e-03, -1.594650779275189e+00, 2.353310316508237e+01, 4.756887950827875e-02, 1.968901156391967e+01, 2.802071649851202e+03
2158, 1.902586206894018e-01, 1.052631578944934e-03, -1.562582026827704e+00, 2.339159391433008e+01, 4.668429279370308e-02, 1.940712070317563e+01, 2.757721792600731e+03
2159, 1.918965517238903e-01, 1.052631578944934e-03, -1.530028600802406e+00, 2.325267352667023e+01, 4.582528321532860e-02, 1.913130370418251e+01, 2.714522567963751e+03
2160, 1.935344827583788e-01, 1.052631578944934e-03, -1.497011415223497e+00, 2.311626874945945e+01, 4.499082712730482e-02, 1.886140575022543e+01, 2.672433714997389e+03
2161, 1.951724137928673e-01, 1.052631578944934e-03, -1.463551020508252e+00, 2.298230918697755e+01, 4.417995049727250e-02, 1.859727526330739e+01, 2.631416709395876e+03
2162, 1.968103448273557e-01, 1.052631578944934e-03, -1.429667662644621e+00, 2.285072716876799e+01, 4.339172498818931e-02, 1.833876399551620e+01, 2.591434676116276e+03
2163, 1.984482758618443e-01, 1.052631578944934e-03, -1.395381670475034e+00, 2.272145762613152e+01, 4.262526576318783e-02, 1.808572709178554e+01, 2.552452306882899e+03
2164, 2.000862068963327e-01, 1.052631578944934e-03, -1.360714478494954e+00, 2.259443796781678e+01, 4.187973353631193e-02, 1.783802312352570e+01, 2.514435781560764e+03
2165, 2.017241379308213e-01, 1.052631578944934e-03, -1.325690389755360e+00, 2.246960793793814e+01, 4.115434376847334e-02, 1.759551409224079e+01, 2.477352692254156e+03
2166, 2.033620689653032e-01, 1.052631578944934e-03, -1.290337428911865e+00, 2.234690944271081e+01, 4.044837747342568e-02, 1.735806541105334e+01, 2.441171970259600e+03
2167, 2.049999999997837e-01, 1.052631578944934e-03, -1.254683302670548e+00, 2.222628637458675e+01, 3.976116998211199e-02, 1.712554588748782e+01, 2.405863818892009e+03
2168, 2.066379310342642e-01, 1.052631578944934e-03, -1.218749752716049e+00, 2.210768449618717e+01, 3.909208282008903e-02, 1.689782771600981e+01, 2.371399653554539e+03
2169, 2.082758620687447e-01, 1.052631578944934e-03, -1.182551882223219e+00, 2.199105139054738e+01, 3.844049052648661e-02, 1.667478646440623e+01, 2.337752046334913e+03
2170, 2.099137931032311e-01, 1.052631578944934e-03, -1.146100090829308e+00, 2.187633643109850e+01, 3.780577988220713e-02, 1.645630104689733e+01, 2.304894673315748e+03
2171, 2.115517241377196e-01, 1.052631578944934e-03, -1.109402331972442e+00, 2.176349074562247e+01, 3.718735343807522e-02, 1.624225368424043e+01, 2.272802264000944e+03
2172, 2.131896551722080e-01, 1.052631578944934e-03, -1.072465747510353e+00, 2.165246716900755e+01, 3.658463261691146e-02, 1.603252985397168e+01, 2.241450552864439e+03
2173, 2.148275862066966e-01, 1.052631578944934e-03, -1.035297604907339e+00, 2.154322018873101e+01, 3.599705903280764e-02, 1.582701823403616e+01, 2.210816233161441e+03
2174, 2.164655172411850e-01, 1.052631578944934e-03, -9.979057544664587e-01, 2.143570588844994e+01, 3.542409421558122e-02, 1.562561064225004e+01, 2.180876913087862e+03
2175, 2.181034482756735e-01, 1.052631578944934e-03, -9.602988339875368e-01, 2.132988189376798e+01, 3.486521829681410e-02, 1.542820197322657e+01, 2.151611074289510e+03
2176, 2.197413793101620e-01, 1.052631578944934e-03, -9.224863799641310e-01, 2.122570732261027e+01, 3.431992813571476e-02, 1.523469013380952e+01, 2.122998032659016e+03
2177, 2.213793103446504e-01, 1.052631578944934e-03, -8.844789437644224e-01, 2.112314274138298e+01, 3.378773522590655e-02, 1.504497597763963e+01, 2.095017901315495e+03
2178, 2.230172413791389e-01, 1.052631578944934e-03, -8.462882859342042e-01, 2.102215012708174e+01, 3.326816370746462e-02, 1.485896323906545e+01, 2.067651555618148e+03
2179, 2.246551724136274e-01, 1.052631578944934e-03, -8.079277431376688e-01, 2.092269283416266e+01, 3.276074904853483e-02, 1.467655846600186e+01, 2.040880599987640e+03
2180, 2.262931034481159e-01, 1.052631578944934e-03, -7.694129121465829e-01, 2.082473556247662e+01, 3.226503850417920e-02, 1.449767095055543e+01, 2.014687336185060e+03
2181, 2.279310344826044e-01, 1.052631578944934e-03, -7.307626939508491e-01, 2.072824431923545e+01, 3.178059449748363e-02, 1.432221265628340e+01, 1.989054732659037e+03
2182, 2.295689655170929e-01, 1.052631578944934e-03, -6.920000112423343e-01, 2.063318636972783e+01, 3.130699853918650e-02, 1.415009814428952e+01, 1.963966395040199e+03
2183, 2.312068965515813e-01, 1.052631578944934e-03, -6.531505380317759e-01, 2.053953018898573e+01, 3.084384599978367e-02, 1.398124450615973e+01, 1.939406538898172e+03
2184, 2.328448275860698e-01, 1.052631578944934e-03, -6.142405264903341e-01, 2.044724544167393e+01, 3.039073274093048e-02, 1.381557130740215e+01, 1.915359965417651e+03
2185, 2.344827586205583e-01, 1.052631578944934e-03, -5.752964720226547e-01, 2.035630299715222e+01, 2.994724620273528e-02, 1.365300053614170e+01, 1.891812039198437e+03
2186, 2.361206896550468e-01, 1.052631578944934e-03, -5.363461907005741e-01, 2.026667496312372e+01, 2.951296193331057e-02, 1.349345655334738e+01, 1.868748667452437e+03
2187, 2.377586206895353e-01, 1.052631578944934e-03, -4.974203832762298e-01, 2.017833472538909e+01, 2.908744264153901e-02, 1.333686604364997e+01, 1.846156280283149e+03
2188, 2.393965517240238e-01, 1.052631578944934e-03, -4.585541487155657e-01, 2.009125698981303e+01, 2.867023739708827e-02, 1.318315796739428e+01, 1.824021812014323e+03
2189, 2.410344827585122e-01, 1.052631578944934e-03, -4.197883047211194e-01, 2.000541782785154e+01, 2.826087993772353e-02, 1.303226351501723e+01, 1.802332683640107e+03
2190, 2.426724137930007e-01, 1.052631578944934e-03, -3.811705643735673e-01, 1.992079472879424e+01, 2.785888587275099e-02, 1.288411606475906e+01, 1.781076786479880e+03
2191, 2.443103448274892e-01, 1.052631578944934e-03, -3.427566684379943e-01, 1.983736666197097e+01, 2.746374887922923e-02, 1.273865114450317e+01, 1.760242467101357e+03
2192, 2.459482758619777e-01, 1.052631578944934e-03, -3.046115680770023e-01, 1.975511415175313e+01, 2.707493604497176e-02, 1.259580639834449e+01, 1.739818513552828e+03
2193, 2.475862068964662e-01, 1.052631578944934e-03, -2.668107414152052e-01, 1.967401936768261e+01, 2.669188252200726e-02, 1.245552155830704e+01, 1.719794142922061e+03
2194, 2.492241379309526e-01, 1.052631578944934e-03, -2.294417297118410e-01, 1.959406623144035e+01, 2.631398573172149e-02, 1.231773842141597e+01, 1.700158990207880e+03
2195, 2.508620689654331e-01, 1.052631578944934e-03, -1.926059919787565e-01, 1.951524054136903e+01, 2.594059954231593e-02, 1.218240083209860e+01, 1.680903098448380e+03
2196, 2.524999999999136e-01, 1.052631578944934e-03, -1.564211264077485e-01, 1.943753011411427e+01, 2.557102877540423e-02, 1.204945467001346e+01, 1.662016910047477e+03
2197, 2.541379310343940e-01, 1.052631578944934e-03, -1.210232200076072e-01, 1.936092494398825e+01, 2.520452297288046e-02, 1.191884784471656e+01, 1.643491259420851e+03
2198, 2.557758620688760e-01, 1.052631578944934e-03, -8.656871710334767e-02, 1.928541738781816e+01, 2.484026561132503e-02, 1.179053030084292e+01, 1.625317367462751e+03
2199, 2.574137931033645e-01, 1.052631578944934e-03, -5.323604192269186e-02, 1.921100239064604e+01, 2.447735789283398e-02, 1.166445403692561e+01, 1.607486838312766e+03
2200, 2.590517241378530e-01, 1.052631578944934e-03, -2.122805851932443e-02, 1.913767776311950e+01, 2.411480112919018e-02, 1.154057313812955e+01, 1.589991658453115e+03
2201, 2.606896551723414e-01, 1.052631578944934e-03, 9.224334975983767e-03, 1.906544451197555e+01, 2.375147938166984e-02, 1.141884382281708e+01, 1.572824198046020e+03
2202, 2.623275862068300e-01, 1.052631578944934e-03, 3.785770219216334e-02, 1.899430722392592e+01, 2.338614143520157e-02, 1.129922450403206e+01, 1.555977214560151e+03
2203, 2.639655172413184e-01, 1.052631578944934e-03, 6.437087591464614e-02, 1.892427450723591e+01, 2.301738055922954e-02, 1.118167586824083e+01, 1.539443858911616e+03
2204, 2.656034482758010e-01, 1.052631578944934e-03, 8.841913238832450e-02, 1.885535949965661e+01, 2.264361077759647e-02, 1.106616097462671e+01, 1.523217684479708e+03
2205, 2.672413793102846e-01, 1.052631578944934e-03, 1.096076465204507e-01, 1.878758045472266e+01, 2.226303869811908e-02, 1.095264537900762e+01, 1.507292659455322e+03
2206, 2.688793103447731e-01, 1.052631578944934e-03, 1.274840549833787e-01, 1.872096142102573e+01, 2.187363010005850e-02, 1.084109728722794e+01, 1.491663183065046e+03
2207, 2.705172413792614e-01, 1.052631578944934e-03, 1.415299016541413e-01, 1.865553303147098e+01, 2.147307046202622e-02, 1.073148774383403e+01, 1.476324106308332e+03
2208, 2.721551724137447e-01, 1.052631578944934e-03, 1.511507224273590e-01, 1.859133342230880e+01, 2.105871837656274e-02, 1.062379086323163e+01, 1.461270757981526e+03
2209, 2.737931034482252e-01, 1.052631578944934e-03, 1.556645888229604e-01, 1.852840930606817e+01, 2.062754999536428e-02, 1.051798411273591e+01, 1.446498976999495e+03
2210, 2.754310344827057e-01, 1.052631578944934e-03, 1.542890372948405e-01, 1.846681723021620e+01, 2.017609117704491e-02, 1.041404866014131e+01, 1.432005152398468e+03
2211, 2.770689655171861e-01, 1.052631578944934e-03, 1.461260784443325e-01, 1.840662506377211e+01, 1.970033376230292e-02, 1.031196980176832e+01, 1.417786272770978e+03
2212, 2.787068965516666e-01, 1.052631578944934e-03, 1.301444402151405e-01, 1.834791376264946e+01, 1.919563388644618e-02, 1.021173748985327e+01, 1.403839987123983e+03
2213, 2.803448275861473e-01, 1.052631578944934e-03, 1.051580408514527e-01, 1.829077947043143e+01, 1.865659018299133e-02, 1.011334698192498e+01, 1.390164679438182e+03
2214, 2.819827586206277e-01, 1.052631578944934e-03, 6.979968421614638e-02, 1.823533601916011e+01, 1.807689835683592e-02, 1.001679963973068e+01, 1.376759559605172e+03
2215, 2.836206896551151e-01, 1.052631578944934e-03, 2.248839671349963e-02, 1.818171790346925e+01, 1.744917930423938e-02, 9.922103908980649e+00, 1.363624773603547e+03
2216, 2.852586206896036e-01, 1.052631578944934e-03, -3.861279850268058e-02, 1.813008379917339e+01, 1.676478393209641e-02, 9.829276508769325e+00, 1.350761534987052e+03
2217, 2.868965517240921e-01, 1.052631578944934e-03, -1.156559453202329e-01, 1.808062065411202e+01, 1.601359766432741e-02, 9.738343843400040e+00, 1.338172276339084e+03
2218, 2.885344827585807e-01, 1.052631578944934e-03, -2.112020555670336e-01, 1.803354821101074e+01, 1.518392689060014e-02, 9.649343629771431e+00, 1.325860811024011e+03
2219, 2.901724137930690e-01, 1.052631578944934e-03, -3.283968966644365e-01, 1.798912329260742e+01, 1.426272026647396e-02, 9.562326906459694e+00, 1.313832490573018e+03
2220, 2.918103448275575e-01, 1.052631578944934e-03, -4.713546533395295e-01, 1.794764162846168e+01, 1.323685764129850e-02, 9.477362362682632e+00, 1.302094451639822e+03
2221, 2.934482758620460e-01, 1.052631578944934e-03, -6.460868438052315e-01, 1.790943063376044e+01, 1.209758406941220e-02, 9.394556579124675e+00, 1.290657089694891e+03
2222, 2.950862068965345e-01, 1.052631578944934e-03, -8.627806993725113e-01, 1.787481519122854e+01, 1.085392404148934e-02, 9.314170500437580e+00, 1.279545180056702e+03
2223, 2.967241379310229e-01, 1.052631578944934e-03, -1.139457367895516e+00, 1.784402331256860e+01, 9.571032553285978e-03, 9.237272584010753e+00, 1.268873057913315e+03
2224, 2.983620689655115e-01, 1.052631578944934e-03, -1.470359531360294e+00, 1.781723597446129e+01, 8.470762267214419e-03, 9.169265029948569e+00, 1.259316706041150e+03
2225, 1.663793103447951e-02, 1.315789473681047e-03, -6.478497134771620e+00, 5.381033046513953e+01, -7.107486192545255e-03, 1.976998196761003e+00, 3.097412170980110e+04
2226, 1.827586206895901e-02, 1.315789473681047e-03, -6.221681744657147e+00, 5.380700511932751e+01, 1.056439841092655e-04, 1.832090557049675e+00, 2.887327382839758e+04
2227, 1.991379310343851e-02, 1.315789473681047e-03, -6.140779247455162e+00, 5.380371052700625e+01, 1.736623779551627e-03, 1.705715664890524e+00, 2.703084048756793e+04
2228, 2.155172413791802e-02, 1.315789473681047e-03, -5.683845248272873e+00, 5.379942294930983e+01, 9.003475329536403e-04, 1.594693919518148e+00, 2.540379035427802e+04
2229, 2.318965517239752e-02, 1.315789473681047e-03, -5.517891605149967e+00, 5.379855704173507e+01, -9.302987171689795e-05, 1.496470847006643e+00, 2.395720982635174e+04
2230, 2.482758620687702e-02, 1.315789473681048e-03, -5.523131391836936e+00, 5.379978376746443e+01, -7.820218414796839e-04, 1.409007133273149e+00, 2.266305539671450e+04
2231, 2.646551724135653e-02, 1.315789473681047e-03, -5.654238748687018e+00, 5.380227940684290e+01, -1.112997454838249e-03, 1.330664364420127e+00, 2.149868535758453e+04
2232, 2.810344827583603e-02, 1.315789473681047e-03, -5.841926555477184e+00, 5.380519311695837e+01, -1.166108071746915e-03, 1.260115471916223e+00, 2.044568227460655e+04
2233, 2.974137931031511e-02, 1.315789473681047e-03, -6.039855959471138e+00, 5.380796420859511e+01, -1.034886797327008e-03, 1.196275853737007e+00, 1.948893448246892e+04
2234, 3.137931034479436e-02, 1.315789473681048e-03, -6.217121959560585e+00, 5.381024193011187e+01, -7.959771701516864e-04, 1.138251192861483e+00, 1.861593495556315e+04
2235, 3.301724137927399e-02, 1.315789473681047e-03, -6.355069002434372e+00, 5.381184606041726e+01, -5.137095258307235e-04, 1.085298076287523e+00, 1.781624999332400e+04
2236, 3.465517241375449e-02, 1.315789473681047e-03, -6.444981225203056e+00, 5.381274223795072e+01, -2.463200667827599e-04, 1.036794023773962e+00, 1.708111314603481e+04
2237, 3.629310344823498e-02, 1.315789473681047e-03, -6.488796288303752e+00, 5.381301765466486e+01, -3.389633830057500e-05, 9.922141750375524e-01, 1.640310591890296e+04
2238, 3.793103448271549e-02, 1.315789473681047e-03, -6.497912828522228e+00, 5.381280435071459e+01, 1.271623021021669e-04, 9.511129550565314e-01, 1.577589942788748e+04
2239, 3.956896551719599e-02, 1.315789473681047e-03, -6.482567723206004e+00, 5.381216703436418e+01, 2.645160051759826e-04, 9.131112658662981e-01, 1.519405869635582e+04
2240, 4.120689655167650e-02, 1.315789473681047e-03, -6.445884476725445e+00, 5.381106984421118e+01, 3.918017426670332e-04, 8.778910693718326e-01, 1.465290802165057e+04
2241, 4.284482758615700e-02, 1.315789473681047e-03, -6.390161655336953e+00, 5.380938196536538e+01, 5.236816240511558e-04, 8.452033571544442e-01, 1.414845079251723e+04
2242, 4.448275862063751e-02, 1.315789473681047e-03, -6.315932432013375e+00, 5.380678966393580e+01, 6.834161268901605e-04, 8.149128959094804e-01, 1.367740427963089e+04
2243, 4.612068965511801e-02, 1.315789473681047e-03, -6.221481192103790e+00, 5.380262680843159e+01, 9.146566824019464e-04, 7.871493509477859e-01, 1.323754742096850e+04
2244, 4.775862068959850e-02, 1.315789473681047e-03, -6.100946229893502e+00, 5.379553223951948e+01, 1.302297113837416e-03, 7.627758595923595e-01, 1.282901110190847e+04
2245, 4.939655172407841e-02, 1.315789473681047e-03, -5.940621580711436e+00, 5.378278580560076e+01, 2.008349916257873e-03, 7.447786517615511e-01, 1.245820753744523e+04
2246, 5.103448275855766e-02, 1.315789473681047e-03, -5.714192552833938e+00, 5.375909485986952e+01, 3.332715340757758e-03, 7.422281533949447e-01, 1.214899900045156e+04
2247, 5.267241379303617e-02, 1.315789473681047e-03, -5.379073163209561e+00, 5.371473571661134e+01, 5.780354299882402e-03, 7.807963683205880e-01, 1.196594487538191e+04
2248, 5.431034482751468e-02, 1.315789473681047e-03, -4.883333577153428e+00, 5.363378794217715e+01, 1.007723979071547e-02, 9.244063691285294e-01, 1.202813085168102e+04
2249, 5.594827586199318e-02, 1.315789473681047e-03, -4.192643232997574e+00, 5.349450408661570e+01, 1.706776477655884e-02, 1.301260055691452e+00, 1.245946499654965e+04
2250, 5.758620689647171e-02, 1.315789473681047e-03, -3.329705097966861e+00, 5.327403001614236e+01, 2.748531392048656e-02, 2.103623132084384e+00, 1.328425634020244e+04
2251, 5.922413793095020e-02, 1.315789473681047e-03, -2.397680656676525e+00, 5.295708194794532e+01, 4.169488882900808e-02, 3.524848331822181e+00, 1.437260691782874e+04
2252, 6.086206896542789e-02, 1.315789473681047e-03, -1.553370215967709e+00, 5.254363672500583e+01, 5.954416958126960e-02, 5.649976490812324e+00, 1.548821958757953e+04
2253, 6.249999999990495e-02, 1.315789473681047e-03, -9.323477924296883e-01, 5.204940308928358e+01, 8.036850436423591e-02, 8.390060514006654e+00, 1.639340341289524e+04
2254, 6.413793103438147e-02, 1.315789473681047e-03, -5.848020266265852e-01, 5.149840536348309e+01, 1.031163020700587e-01, 1.152837859231947e+01, 1.695121759365353e+04
2255, 6.577586206885797e-02, 1.315789473681047e-03, -4.760520772039209e-01, 5.091385470776429e+01, 1.265843175342992e-01, 1.483033987102248e+01, 1.716448040979066e+04
2256, 6.741379310333448e-02, 1.315789473681047e-03, -5.340143587326507e-01, 5.031328174069419e+01, 1.497059301261849e-01, 1.811772874958942e+01, 1.712457280968901e+04
2257, 6.905172413781099e-02, 1.315789473681047e-03, -6.890818104422429e-01, 4.970815447023731e+01, 1.717363489068721e-01, 2.127937577563457e+01, 1.692878584826238e+04
2258, 7.068965517228752e-02, 1.315789473681047e-03, -8.873800542934926e-01, 4.910517000444543e+01, 1.922613728718845e-01, 2.425473939954881e+01, 1.664138082473540e+04
2259, 7.232758620676402e-02, 1.315789473681048e-03, -1.091189390618086e+00, 4.850767588815074e+01, 2.111194494358368e-01, 2.701619093244215e+01, 1.629912341895842e+04
2260, 7.396551724124054e-02, 1.315789473681048e-03, -1.276231214331119e+00, 4.791691427070931e+01, 2.283155418089152e-01, 2.955429588277422e+01, 1.592402376349645e+04
2261, 7.560344827571767e-02, 1.315789473681047e-03, -1.428497886193505e+00, 4.733284304278706e+01, 2.439106199259186e-01, 3.186832355747112e+01, 1.552954010552802e+04
2262, 7.724137931019616e-02, 1.315789473681047e-03, -1.541554504492006e+00, 4.675453494956094e+01, 2.578874439316781e-01, 3.396149263124476e+01, 1.512374881135986e+04
2263, 7.887931034467466e-02, 1.315789473681047e-03, -1.613128952746148e+00, 4.618041695586969e+01, 2.700859016880193e-01, 3.583856319603873e+01, 1.471140577068768e+04
2264, 8.051724137915317e-02, 1.315789473681047e-03, -1.643115030515419e+00, 4.560853194839941e+01, 2.802572915153407e-01, 3.750491561047247e+01, 1.429524520281775e+04
2265, 8.215517241363211e-02, 1.315789473681047e-03, -1.634028077279024e+00, 4.503687069509296e+01, 2.881436537401215e-01, 3.896671909624552e+01, 1.387697055804872e+04
2266, 8.379310344811261e-02, 1.315789473681047e-03, -1.592300391786239e+00, 4.446374330901013e+01, 2.935436937209648e-01, 4.023148783024556e+01, 1.345805096415736e+04
2267, 8.543103448259312e-02, 1.315789473681047e-03, -1.527400659647521e+00, 4.388811323249846e+01, 2.963788655969291e-01, 4.130820879285028e+01, 1.304022831353580e+04
2268, 8.706896551707363e-02, 1.315789473681047e-03, -1.450173858738326e+00, 4.330981523211040e+01, 2.967341600486910e-01, 4.220687005602266e+01, 1.262565861350151e+04
2269, 8.870689655155416e-02, 1.315789473681047e-03, -1.371360522692605e+00, 4.272959350580787e+01, 2.948482310657781e-01, 4.293786548908982e+01, 1.221675288852355e+04
2270, 9.034482758603463e-02, 1.315789473681047e-03, -1.300203235776422e+00, 4.214895574514337e+01, 2.910643159273014e-01, 4.351172717407555e+01, 1.181589301670229e+04
2271, 9.198275862051357e-02, 1.315789473681047e-03, -1.243387140163522e+00, 4.156990806179167e+01, 2.857696667611619e-01, 4.393918619852204e+01, 1.142517984959157e+04
2272, 9.362068965499125e-02, 1.315789473681047e-03, -1.204653723289770e+00, 4.099466215600386e+01, 2.793445415705336e-01, 4.423130484690007e+01, 1.104628427250113e+04
2273, 9.525862068946775e-02, 1.315789473681047e-03, -1.185079334151978e+00, 4.042538661305541e+01, 2.721292531660662e-01, 4.439948729105354e+01, 1.068040124147948e+04
2274, 9.689655172394430e-02, 1.315789473681047e-03, -1.183742476173577e+00, 3.986403603943199e+01, 2.644086280734514e-01, 4.445533423251125e+01, 1.032827622011016e+04
2275, 9.853448275842080e-02, 1.315789473681047e-03, -1.198482000967118e+00, 3.931225923960150e+01, 2.564091511031021e-01, 4.441040360979684e+01, 9.990270392329694e+03
2276, 1.001724137928973e-01, 1.315789473681048e-03, -1.226566771944898e+00, 3.877136992276942e+01, 2.483036360387824e-01, 4.427595516333120e+01, 9.666439147006293e+03
2277, 1.018103448273738e-01, 1.315789473681047e-03, -1.265231837164990e+00, 3.824235829654967e+01, 2.402196341461826e-01, 4.406273148600735e+01, 9.356608109767587e+03
2278, 1.034482758618503e-01, 1.315789473681047e-03, -1.312075109259350e+00, 3.772592367556776e+01, 2.322493344765253e-01, 4.378079839878447e+01, 9.060438888856068e+03
2279, 1.050862068963281e-01, 1.315789473681047e-03, -1.365085802534012e+00, 3.722251430468987e+01, 2.244581111171050e-01, 4.343944861247068e+01, 8.777482293804569e+03
2280, 1.067241379308072e-01, 1.315789473681048e-03, -1.422343380421763e+00, 3.673236955200294e+01, 2.168898416164934e-01, 4.304716097101130e+01, 8.507219756353767e+03
2281, 1.083620689652876e-01, 1.315789473681047e-03, -1.481994162788686e+00, 3.625556262141242e+01, 2.095714737924235e-01, 4.261159988393524e+01, 8.249094286444268e+03
